11;Coopers career prospects improved with a more prominent role in David Dobkins comedy Wedding Crashers alongside Owen Wilson Vince Vaughn and Rachel McAdams In the film he played Sack Lodge the competitive arrogant and aggressive boyfriend of Claire McAdams a role he described as kind of a sociopath Cooper believed the antagonistic character changed peoples perception of him as he had previously played the nice guy With a production budget of $40 million the film grossed over $285 million worldwide In September 2005 Fox debuted the sitcom Kitchen Confidential based on a memoir by chef Anthony Bourdain with Cooper in the leading role Despite positive reviews for the series the show was canceled after only four episodes due to low ratings
12;In March 2006 Cooper starred as PipTheo in Three Days of Rain on Broadway with Julia Roberts and Paul Rudd This was followed by minor roles in the romantic comedy Failure to Launch 2006 and the satirical comedy The Comebacks 2007 Cooper next appeared in the fifth season of NipTuck 2007 as Aidan Stone a television star on the fictional show Hearts N Scalpels In 2008 he played the lead in Older than America and appeared onstage in a production of Theresa Rebecks play The Understudy at the Williamstown Theatre Festival alongside Kristen Johnston Between his small roles of best friend to the main character in the 2008 comedies Yes Man and The Rocker Cooper landed the lead role in the Ryuhei Kitamura-directed horror film The Midnight Meat Train 2008 based on Clive Barkers 1984 short story of the same name Playing the dark character of a freelance photographer who tries to track down a serial killer was a departure from Coopers previous comedic roles and an experience he found enjoyable The film received positive reviews from critics though it earned little at the box officeIn 2009 Cooper hosted Saturday Night Live with musical guest TV on the Radio portraying actor Christian Bale in one sketch and appeared in a supporting role in the film Hes Just Not That Into You Coopers breakthrough role came in Todd Phillips comedy The Hangover 2009 He played Phil Wenneck one of the three friends alongside Ed Helms and Zach Galifianakis to wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing The Hangover was a commercial success and finished as among the highest-grossing R-rated films in the United States A O Scott of The New York Times wrote Mr Cooper  offers the most interesting variation on an old standard playing his aggressive cocky frat boy with a snarl of rage that masks an anxiety as hard to account for as it is to miss For his performance Cooper received an award at the 13th Hollywood Film Festival and his first nomination for MTV Movie Awards Best Comedic Performance The Daily Telegraph opined that the films success turned Cooper into a bona fide leading man Nevertheless Cooper stated in a 2011 interview with Shave: Its the same I mean look more doors have been opened for sure but its not like I sit back with a cigar on Monday morning and go through the scripts that have been offered
13;Also in 2009 Cooper featured in the psychological horror Case 39 a delayed production that had been filmed in 2006 He paired with Sandra Bullock in the comedy All About Steve a film that was panned by critics failed to attract a wide audience and earned them a Golden Raspberry Award for Worst Screen Combo Following a role in one of eleven segments of the anthology film New York I Love You 2009 Cooper appeared in the ensemble romantic comedy Valentines Day 2010 directed by Garry Marshall co-starring with Julia Roberts The film was a commercial success grossing over $215 million worldwide He then starred in the comedy Brothers Justice and as the fictional character Templeton Faceman Peck in the feature film version of The A-Team alongside Liam Neeson Quinton Jackson and Sharlto Copley To prepare for the role he abstained from consuming sugar salt and flour and underwent grueling workouts The film released to negative reviews and poor box office returns Tim Robey of The Daily Telegraph wrote Cooper confirms his credentials as perhaps the most smugly narcissistic performer while Nev Pierce of Empire credited both Cooper and Copley for acing swagger and insanity respectively who best both capture and yet re-forge their iconic characters Cooper appeared as guest host of WWE Raw in June 2010
14;In 2011 Cooper starred in the techno-thriller Limitless based on the 2001 novel The Dark Fields by Alan Glynn In the Neil Burger-directed film he played a struggling writer who is introduced to a nootropic drug that gives him the ability to fully utilize his brain and vastly improve his lifestyle The box office website Box Office Mojo was apprehensive of the films financial prospects but it emerged as a commercial success with a worldwide gross of $161 million A writer for Variety said of Coopers performance that he makes further strides toward major stardom spelling excellent early spring returns and socko vid play Greater commercial success followed with the comedy sequel The Hangover Part II 2011 which earned over $580 million worldwide Reviews for the film were generally negative but Mary Pols of Time magazine complimented Cooper writing that the actor gives a knowing performance: hes both the peacock and the parody of one Hes blessed with good looks and fantastic timing the kind that makes every line funnier even the small asides At the 38th Peoples Choice Awards he was nominated for Favorite Comedic Movie Actor
15;The year 2012 saw Cooper star in four films The Words Hit and Run The Place Beyond the Pines and Silver Linings Playbook The mystery drama The Words failed commercially as did the action comedy Hit and Run In Derek Cianfrances critically acclaimed crime drama The Place Beyond the Pines Cooper played a rookie police officer a role Cianfrance specifically wrote for him The director drove five hours to Montreal to meet with Cooper to convince him to take on the role Cianfrance described Coopers character as someone paraded as a hero  But inside him corruption is going on conflict is raging inside guilt and shame are buried A reviewer for The Independent credited Cooper for excelling as an archetype the principled man who is personally rather dislikeable adding I never imagined this actor capable of such layered character work Despite positive reviews the film had moderate box office returns
16;"Cooper starred with Robert De Niro and Jennifer Lawrence in David O Russells romantic comedy-drama Silver Linings Playbook an adaptation of Matthew Quicks serio-comic novel of the same name He was cast as a divorced man with bipolar disorder a former teacher who finds companionship in a young depressed widow Lawrence Cooper was initially skeptical about playing the part which he thought was out of his depth but he later accepted the role inspired by Russells confidence in him The director was impressed with his performance in Wedding Crashers citing his good bad-guy energy and unpredictability as justification for casting; he also thought Cooper would be able to demonstrate emotion and vulnerability onscreen To prepare Cooper took dance training with choreographer Mandy Moore who describes Cooper as having some real natural dancing ability The film was a box-office success earning $2364 million on a production budget of $21 million Peter Travers of Rolling Stone wrote that Cooper seizes the juiciest role of his career and meets every comic and dramatic challenge Theres an ache in his funny touching and vital performance that resonates For his performance he earned an MTV Movie Award for Best Performance and nominations for an Academy Award Golden Globe Award and Screen Actors Guild Award for Best Actor"
17;In 2013 Cooper reprised his role as Phil Wenneck in the third and final installment of The Hangover trilogy The Hangover Part III which was poorly reviewed by critics The critic for The Independent argued that Cooper was reduced to mugging for the camera offering reaction shots to nothing Nevertheless like its preceding entries the film was a commercial success grossing $362 million worldwide and remains one of Coopers highest-grossing releases Later that year he took on the supporting role of an unhinged FBI agent in David O Russells crime comedy-drama American Hustle Inspired by the FBIs Abscam sting operation the film is set against the backdrop of political corruption in 1970s New Jersey It also starred Christian Bale Amy Adams Jeremy Renner and Jennifer Lawrence American Hustle was a critical and commercial success with global revenues of $2511 million Kim Newman of Empire wrote: Cooper is stuck with the least rewarding role but keeps finding brilliant little bits of business to hold the attention praising his spot impersonations of his overly cautious but smart boss Cooper was nominated for an Academy Award BAFTA Award Critics Choice Movie Award and a Golden Globe Award for Best Supporting Actor but did not win any
18;Cooper reunited with Lawrence in the Susanne Bier-directed drama Serena an adaptation of Ron Rashs period novel The pair starred as a married couple who become involved in criminal activities after realizing that they cannot bear children The picture was filmed in 2012 but was released in 2014 to negative reviews and poor box office returns The Canberra Times Jake Wilson stated: Cooper once again proves his value as a leading man who approaches his roles like a character actor In 2014 Cooper provided the voice of Rocket Raccoon in the Marvel Studios film Guardians of the Galaxy He returned to Broadway for the 2014 run of The Elephant Man as the severely deformed Joseph Merrick Michael Coveney of Whatsonstagecom wrote of his performance: Cooper avoids every trap of disability acting by suffusing this outer appearance with soul and passion Its a wonderful and very moving display He garnered a nomination for the Tony Award for Best Actor in a Play
19;"Also in 2014 Cooper co-produced and starred as United States Navy SEAL sniper Chris Kyle in American Sniper a biographical war drama directed by Clint Eastwood The film tells the story of Kyle who became the deadliest marksman in US military history and is loosely based on the eponymous memoir To appear to be as large as Kyle Cooper underwent extensive training and followed a rigorous diet gaining 40 pounds 18 kg of muscle Coopers preparation also included lessons with a vocal coach and studying footage of Kyle To learn how to use a rifle the actor trained with US Navy SEAL veteran Kevin Lacz who served with Kyle The film and Coopers performance received generally positive reviews The critic for Variety wrote an excellent performance from a bulked-up Bradley Cooper this harrowing and intimate character study offers fairly blunt insights into the physical and psychological toll exacted on the front lines Similar sentiments were echoed by USA Todays Claudia Puig who asserted Its clearly Coopers show Substantially bulked up and affecting a believable Texas drawl Cooper embodies Kyles confidence intensity and vulnerability American Sniper earned $547 million worldwide to become Coopers highest-grossing live-action film and the third highest-grossing R-rated film of all time Cooper won an MTV Movie Award for Best Male Performance and was nominated for an Academy Award for Best Actor; the film was nominated for Best Picture With these nominations Cooper became the tenth actor in history to receive an Academy Award nomination for acting in three consecutive years"
20;None of Coopers films released in 2015 Aloha Burnt or Joy fared well at the box office He starred in Cameron Crowes Aloha with Emma Stone and Rachel McAdams The project was the subject of controversy after the Media Action Network for Asian-Americans accused the filmmakers of whitewashing the cast Despite the backlash he was nominated for Choice Movie Actor – Comedy at the 2015 Teen Choice Awards In John Wells drama Burnt Cooper played a chef who decides to regain his former glory after drug abuse takes a toll on his career While the film was criticized for its overdone clichés Jon Frosch of The Hollywood Reporter stated that [Cooper] gives a fully engaged performance that almost makes us want to forgive the movies laziness Almost His supporting role in the biopic Joy reunited him with David O Russell and Lawrence In 2016 he had a voice cameo in the thriller 10 Cloverfield Lane and played a supporting part in War Dogs co-produced under his and Todd Phillipss production company Joint Effort In 2017 Cooper again voiced Rocket Raccoon in Guardians of the Galaxy Vol 2
21;After reprising the role of Rocket Raccoon in Avengers: Infinity War 2018 Cooper directed his first film A Star Is Born a remake of the 1937 musical film of same name Cooper starred in the film as an established singer Jackson Maine whose romance with a woman named Ally played by Lady Gaga becomes strained after her career begins to overshadow his Having long aspired to direct a film Cooper was keen on making a love story People had warned him against directing a third remake and he feared the film would end his directing career if it failed The film premiered at the 75th Venice International Film Festival in August 2018 and was released worldwide in October to critical acclaim On Coopers direction Owen Gleiberman of Variety wrote that to say that [Cooper] does a good job would be to understate his accomplishment and that he gets right onto the high wire Brian Tallerico writing for RogerEbertcom stated that Cooper does some of the best work of his career and gives an excellent performance praising his singing abilities and chemistry with Gaga The film earned over $425 million at the box office against a production budget of $36 million
22;"Cooper spent nearly four years working on the project including learning to sing play guitar and play piano He and Gaga co-wrote and produced most of the songs on the soundtrack for A Star Is Born which she insisted they record live Cooper undertook vocal training for 18 months to prepare including with the help of vocal coach Roger Love The album contains elements of blues rock country and bubblegum pop Billboard says its lyrics are about wanting change its struggle love romance and bonding describing the music as timeless emotional gritty and earnest They sound like songs written by artists who quite frankly are supremely messed up but hit to the core of the listener The albums release coincided with the films and it contains 34 tracks including 19 original songs It received generally positive reviews from critics; Mark Kennedy of The Washington Post called it a five-star marvel and Ben Beaumont-Thomas of The Guardian termed it an instant classics full of Gagas emotional might Commercially the soundtrack reached number one in the US Ireland and the UK The records lead single Shallow was released that September and reached number one in the US Australia Ireland Switzerland and the UK"
23;For the film Cooper received a National Board of Review Award for Best Director and two Golden Globe nominations for Best Actor in a Drama and Best Director Cooper earned two Grammy nominations for Shallow Record of the Year and Best Pop DuoGroup Performance winning the latter The soundtrack as a whole received 7 Grammy nominations across two different ceremonies At the 72nd British Academy Film Awards A Star Is Born received seven nominations five of which were for Cooper: Best Film Best Direction Best Actor in a Leading Role Best Adapted Screenplay and Best Film Music winning only the last of these As a result Cooper became the first person with five nominations in a single ceremony in BAFTAs history Cooper was also nominated for three Academy Awards: Best Picture Best Actor and Best Adapted Screenplay He later remarked that he was embarrassed by his failure to gain a directing nomination at the ceremony
24;Cooper next reunited with Clint Eastwood in The Mule 2018 a crime film based on the life of World War II veteran Leo Sharp in which Cooper played a DEA agent In 2019 Cooper co-produced Todd Phillipss psychological thriller Joker starring Joaquin Phoenix It grossed over $1 billion worldwide making it the highest-grossing R-rated film of all time and earned him nominations for an Academy Award for Best Picture and a BAFTA Award for Best Film Cooper returned as Rocket in Avengers: Endgame 2019 and is set to appear in Guardians of the Galaxy Vol 3 Both of Coopers 2021 releases the coming-of-age comedy drama Licorice Pizza and the psychological thriller Nightmare Alley received critical acclaim but fared badly at the box office In his eight-minute role of film producer Jon Peters in Paul Thomas Andersons Licorice Pizza Jenelle Riley of Variety found Cooper to be a scene-stealer Riley wrote he somehow manages to be both absurd and menacing Its the rare scene that is almost too intense to watch yet you also dont want it to end Nightmare Alley an adaption of William Lindsay Greshams namesake novel had Cooper play an ambitious carnival worker for which he took boxing lessons and performed his first full frontal nude scene which he found challenging Owing to the COVID-19 pandemic the film took a long time to finish Reviewing his films in 2021 critic Charles Bramesco opined Cooper gave his most vulnerable and harrowing performance to date in Nightmare Alley Cooper garnered a fourth nomination for the Academy Award for Best Picture for producing the film
25;Coopers early years in the entertainment industry were marred with difficulties When his role in the second season of Alias was demoted to a minuscule part  he considered quitting show business His substance addiction and doubts about his career triggered thoughts of suicide Cooper credits his friend and fellow actor Will Arnett with helping him address his substance abuse and seek therapy Cooper has abstained from alcohol since 2004  remarking that it would have destroyed his life
26;"Cooper became engaged to actress Jennifer Esposito in October 2006, and they married that December In May 2007, she filed for divorce which was finalized in November Regarding their short marriage, he explained, It was just something that happened The good thing is, we both realized it Sometimes you just realize it Before his marriage to Esposito, he met Renée Zellweger while filming Case 39 in 2006 The media speculated about the nature of their relationship in 2009, when the film was released They reportedly broke up in 2011 He dated actress Zoe Saldana from December 2011 to January 2013 He subsequently began dating English model and actress Suki Waterhouse in March 2013; their relationship ended two years later Cooper was in a relationship with Russian model Irina Shayk from April 2015 to June 2019 They have a daughter together, Lea de Seine, born in March 2017"
27;Cooper and his family share a close bond Two years after the death of his father from lung cancer in 2011 he relocated to Los Angeles with his mother He said that after his fathers diagnosis I was in a very lucky position because I was able to put everything on hold in all aspects of my life and completely focus on taking care of him He has described the process of his fathers treatment as just simply overwhelming incredibly stressful complex and all consuming He has since supported organizations that help fight cancer In June 2014 he joined the board of directors for the charity Hole in the Wall Gang Camp a non-profit organization that serves people coping with cancer In April 2016 he participated in the launch of the Parker Institute for Cancer Immunotherapy that works for cancer patients He served as an executive producer for Stand Up to Cancers Fifth Biennial Telecast a primetime fundraising special that aired in September
28;In 2009 Cooper took part in an Alzheimers Association campaign that aimed to increase awareness about Alzheimers disease He is also one of the members of the Alzheimers Association Celebrity Champions an initiative launched for a similar purpose In 2015 Cooper spoke at The National Geographic Society for the group Got Your 6 to help ensure military veterans are better represented in popular culture Cooper has donated to Democratic Party candidates and attended the 2016 Democratic National Convention when Hillary Clinton received the nomination for president to hear then-president Barack Obama speak He regards Barack Obama as an incredible president
29;Having grown up in Philadelphia  Cooper is a fan of the National Football Leagues Eagles and has made various appearances on behalf of the team besides his Silver Linings Playbook role He voiced a snowball trying to make amends with Santa Claus in an ESPN promo which referenced an infamous incident from the 1968 Philadelphia Eagles season  and has joined owner Jeffrey Lurie in his box at games  including the Eagles first Super Bowl victory in 2018
30;The Hollywood Reporters Bill Phelps describes Cooper as the epitome of cool While his friends found him to be a sweet exceptionally open man with the defensive insecure person before his alcoholism Brian Klugman The Words co-director and a childhood friend says of him theres nobody whos better liked Todd Phillips the director of The Hangover Trilogy believes that Coopers on-screen persona strongly contradicts with his personality He is very vulnerable   insecure is not the right word  And theres a warmth to him you would never know Contrary to Phillips Cooper believes that his personality relates to acting: I enjoy people that makes this profession a lot easier and I can sleep anywhere Thats a skill
31;"As part of a career analysis Oliver Lyttelton of IndieWire observed that early in his career Cooper was typecast as weaselly boyfriends or best friends in mainstream comedies but later emerged as one of Hollywoods most accomplished actors after starring in several successful films Cooper is known for appearing in a range of films; Phelps credited him for opt[ing] for the challenging and provocative the small and interesting risking the laid-back image that propelled him to fame The Daily Beasts Oliver Lyttelton similarly praised Cooper for stepping outside his comfort zone by accepting parts that might initially not seem like perfect matches Time magazine wrote of Coopers craft: Its hard to make people especially your friends forget who you are onscreen But Bradleys that good"
32;Cooper cites actor Daniel Day-Lewis as his favorite Films that had influences include the French romantic drama Hiroshima mon amour 1959 the coming-of-age feature The Loneliness of the Long Distance Runner 1962 the war films The Deer Hunter 1978 and Apocalypse Now 1979 The Elephant Man 1980 and comedies featuring Richard Pryor Reviewing his performances in Licorice Pizza and Nightmare Alley critic Charles Bramesco likened Coopers screen persona to Joseph Marrick a severely deformed man in the Victorian era whom Cooper played in the 2014 Broadway play The Elephant Man Bramesco wrote:
33;Coopers sex appeal has been picked up by several media outlets including People magazine which named him Sexiest Man Alive in 2011 He was initially uncomfortable with the accolade but later found it funny In a June 2011 interview with Esquire Cooper said Fall in love with my looks fine but stay with me for my talent Also that year he was dubbed International Man of the Year by GQ and appeared in AskMens 49 most influential men He ranked tenth on Empires list of the 100 Sexiest Movie Stars in 2013 He was one of the highest-paid actors in the world from 2013 to 2015 and in 2019 earning $28 million $46 million $415 million and $57 million respectively Forbes ranked him first on their Celebrity 100: Ones To Watch list in 2013 In 2014 2015 and 2019 he featured on Celebrity 100 a list based on the income and popularity of celebrities as selected annually by Forbes Time magazine named him one of the 100 most influential people in the world in 2015 Coopers films have earned a total of $112 billion worldwide
34;Cooper has received one BAFTA one Screen Actors Guild Award and two Grammy Awards He has been nominated for nine Academy Awards five Golden Globe Awards and one Tony Award According to the review aggregator website Rotten Tomatoes and box-office website Box Office Mojo Coopers most critically and commercially successful films include Wedding Crashers 2005 The Hangover 2009 Limitless 2011 Silver Linings Playbook 2012 American Hustle 2013 Guardians of the Galaxy 2014 American Sniper 2014 and A Star Is Born 2018 Among his stage roles he has appeared in a Broadway revival of The Elephant Man 2014–2015 for which he was nominated for a Tony Award for Best Actor in a Play
35;Screen Actors Guild Awards (also known as SAG Awards) are accolades given by the Screen Actors Guild-American Federation of Television and Radio Artists (SAG-AFTRA). The award was founded in 1952 to recognize outstanding performances in movie and prime time television. SAG Awards have been one of the major awards events in the Hollywood film industry since 1995. The awards focus on both individual performances as well as on the work of the entire ensemble of a drama series and comedy series, and the cast of a motion picture.
36;Nominations for the awards come from two committees, one for film and one for television, each numbering 2100 members of the union, randomly selected anew each year, with the full membership (165,000 as of 2012) available to vote for the winners. It is considered an indicator of success at the Academy Awards in acting categories. The awards have been telecast since 1998 on TNT, and since 2007 have been simulcast on TBS.
37;The inaugural SAG Awards aired live on February 25, 1995, from Universal Studios' Stage 12. The second SAG awards aired live from the Santa Monica Civic Auditorium, while subsequent awards have been held at the Shrine Auditorium. On December 4, 2017, it was announced that the award show would have its first host ever in its twenty-four year history with actress Kristen Bell presiding over the ceremony. As of 2021, Shakespeare in Love is the only film to receive nominations for all four acting categories and the ensemble award.
38;"The statuette given, a nude male figure holding both a mask of comedy and a mask of tragedy, is called ""The Actor"". It is 16 inches (41 cm) tall, weighs over 12 pounds (5.4 kg), is cast in solid bronze, and produced by the American Fine Arts Foundry in Burbank, California."
39;Germantown Academy, informally known as GA and originally known as the Union School, is the oldest nonsectarian day school in the United States. The school was founded on December 6, 1759, by a group of prominent Germantown citizens in the Green Tree Tavern on the Germantown Road. Germantown Academy enrolls students from pre-kindergarten to 12th grade and is located in the Philadelphia suburb of Fort Washington, having moved from its original Germantown campus in 1965. The original campus (see Old Germantown Academy and Headmasters' Houses) is listed on the National Register of Historic Places. The school shares the oldest continuous high school football rivalry with the William Penn Charter School.
40;The Union School was founded on the evening of December 6, 1759, at the Green Tree Tavern on Germantown Avenue. The school was founded by prominent members of the Germantown community who wished to provide a country school for their children. As some of the founders and residents of Germantown were of German descent, it was decided that the school be opened with both English and German speaking departments. The founders chose David James Dove to head the English department and Hilarius Becker of Bernheim, Germany, to head the German school. In 1761, land was given to the school by trustee Charles Bensell, and a schoolhouse with its iconic belfry was constructed.
41;The school found itself in the crossroads of early American history. In 1777, the Battle of Germantown was fought on the front lawn of trustee Benjamin Chew at his home Cliveden less than a mile from campus. During the American Revolution, the school served as a hospital and camp for British soldiers. Legend says that the British officers played the first game of cricket in America on the Academy's front lawn. After the war, the school was visited by President George Washington. Washington sent his adopted step-grandson George Washington Parke Custis to the Academy during the 1793 yellow fever epidemic in Philadelphia. The school was visited by the Marquis de Lafayette on his 1825 visit to America and hosted Fernando, the adopted son of South American liberator Simón Bolívar. In 1830, Amos Bronson Alcott, father of Louisa May Alcott, was appointed headmaster and attempts were made to co-educate the school but were quickly abandoned.
42;After the Civil War, the school was in decline, with a small student body and outdated facilities. In 1877, Dr. William Kershaw was appointed headmaster. Under his leadership, the Academy gained prominence and expanded its activities with the introduction of the Inter-Academic League (1887), The Belfry Club, one of the oldest high school drama clubs in the country (1894), and The Academy Monthly (1885), one of the oldest student literary magazines still in existence. During his headmastership, GA graduated a future University of Pennsylvania president, a Supreme Court justice, and a primate of the Episcopal Church.
43;In 1915, Dr. Kershaw retired and Dr. Samuel E. Osbourn was appointed headmaster. Under Dr. Osbourn's leadership, the school increased in size, focused on scholarship and continued to produce some of Philadelphia's finest citizens. Under Osbourn, GA established the eighth oldest Cum Laude Society chapter in the nation and started an endowment.
44;"After the World Wars, GA was led by headmaster Donald Miller who was instrumental in the move from Germantown to the current Fort Washington campus. By the 1960s, more and more lower income minority families moved into Germantown and GA families left Germantown for the nearby suburbs. Historically this is called ""White Flight"" (https://en.wikipedia.org/wiki/White_flight ). In five years, ""The Miracle of Fort Washington"" (a term coined by Judge Jerome O'Neill, '28) occurred as the school moved from city to suburb. In this transition, GA coeducated, accepting girls in 1961 with the first co-ed class graduating in 1968."
45;The school colors are red, black, and blue. Originally, red, white, and blue, the white was changed to black upon the death of Abraham Lincoln in 1865. Another legend suggests that GA changed its colors so its cricket team would not be confused with the nearby Philadelphia Cricket Club (with red, black, and yellow as club colors) team, as the white would turn to yellow after long and hot matches.
46;GA/PC Day is an annual tradition where GA plays against its rival William Penn Charter School in football, soccer, field hockey, cross country, girls' tennis, water polo, and golf. The football game brings alumni back from both schools and reunions are held the weekend of the games. The competition is the oldest of its kind dating back to 1886.
47;Lower School Field Day is an annual tradition that brings the red and blue teams into fierce competition. The teams are generational for existing GA families and is a staple to the school spring calendar.
48;The Belfry serves as a symbol of the old and new school as both buildings in Germantown and Fort Washington had identical structures. It is the namesake for the drama club and is used as symbol on GA items.
49;The Lower School consists of three main buildings: Leas Hall, McLean Hall (constructed in 1964), and the Abramson Lower School (constructed in 1999). Leas Hall comprises the Pre-Kindergarten and Kindergarten classrooms, while McLean Hall contains 1st, 2nd, 3rd, 4th, and 5th grade classrooms. The Abramson Lower School has two 3rd grade classrooms, science rooms, and music classrooms.
50;There are currently 347 students enrolled in the Lower School (as of the 2019-20 school year), and a student-to-teacher ratio of 14:1.
51;The Middle School as a separate department was established in 1976. It was first led by Barbara Hitschler Serrill,'68 and then run by longtime Head of Middle School, Richard House. The first Alter Middle School was donated by Dennis and Gisela Alter and constructed in 1997. In 2011, the new Alter Middle School was constructed and opened as a part of the Building on Tradition campus campaign. There are many activities for students, such as the science fair, a play and musical, sports teams, many clubs, such as a Fandom Club, an art club, and a literary magazine. There are 275 students currently enrolled in the Middle school (as of the 2019-20 school year).
52;Students are required at minimum, five credits per year and at least four years of English, three years of Math, Science, History, two years of Language, and one year of Art. There are 567 students enrolled in the Upper School (as of the 2019-20 school year). The student to teacher ratio is currently 8:1 in the Upper School.
53;The upper school runs on a house system. Each student is placed into one of seven houses. These houses include, Alcott Day, Washington, Galloway, Osbourn, Kershaw, Truesdell, and Roberts. Each house is named after an important figure with a Germantown Academy connection. A student will stay with their house for all four years of upper school life. Each house has a house head, these teachers include, Robert Torrey, Allison Rader, Susan Merrill, Steven Moll, and Rachel Lintgen. Over the course of a year, each house will meet twice a week, and for special events, they will compete against each other. These special events include The Knowledge Bowl House Olympics and The Annual Spelling Bee. Each year a house cup is crowned to the house with the most house points which are picked up throughout the year in the challenges above and in many others.
